11.3951,5.4084,-5.8326
12.9323,5.0871,27.4544
13.6612,4.6936,31.5344
13.921,4.301,-18.4535
14.2746,4.2068,8.6223
14.4622,3.9117,-41.1199
15.2777,3.6064,-9.2489
16.5478,3.1703,-5.111
17.2334,3,-9.3116
18.453,2.7853,-5.7034
19.0448,2.6232,-4.5717
19.9252,2.2878,20.287
20.0479,2.0253,-17.9622
